key,القيمة
pls_maximum_order,إرضاء الحد الأقصى ترتيب
deeplink_section,تكوين ربط عميق
dyn_link_key_label,مفتاح الارتباط الديناميكي
dyn_link_url_label,رابط ديناميكي URL
dyn_link_package_name_label,اسم حزمة الارتباط الديناميكي
dyn_link_domain_label,مجال الربط الديناميكي
dyn_link_deep_url_label,رابط عميق للرابط
prd_dynamic_link_label,رابط ديناميكي للمنتج
btn_duplicate,مكرر
success_prd_duplicate_add,تمت إضافة عنصر مكرر بنجاح ،
dyn_link_package_name_ios,دينامية ربط IOS اسم الحزمة
dyn_link_ios_appstore_id,ارتباط ديناميكي IOS أبستور رقم
prd_image,صورة المنتج
key_and_user_not_match,لا تتم مطابقة مفتاح والعضو.
user_not_permission,ليس لديك إذن لهذه الوحدة.
user_not_action,كنت لا يحصلون على القيام بذلك عمل.
not_login_access,لم يكن لديك الوصول إلى تسجيل الدخول.
deliver_distance_label,مسافة التسليم
deli_charges_label,رسوم التسليم لكل ميل
fixed_deli_fee_label,رسوم التسليم الثابتة
deliver_unit_label,وحدة التسليم
is_area_label,منطقة
not_calculate_deli_fee,لن يحسب رسوم التسليم.
deli_fee_by_distance_label,رسوم التسليم عن بعد
deli_fee_formula,الصيغة: (المسافة بين العملاء والتسوق) X (رسوم - لكل 1 ميل)
fixed_delivery_label,تسليم ثابت
fixed_delivery_fee,رسوم التوصيل المجانية
free_delivery_label,توصيل مجاني
monday_label,الإثنين
tuesday_label,يوم الثلاثاء
wednesday_label,الأربعاء
thursday_label,يوم الخميس
friday_label,جمعة
saturday_label,السبت
sunday_label,يوم الأحد
err_monday,يرجى تقديم ساعة الاثنين.
err_tuesday,يرجى تقديم ساعة الثلاثاء.
err_wednesday,يرجى تقديم ساعة الأربعاء.
err_thursday,يرجى تقديم ساعة الخميس.
err_friday,يرجى تقديم ساعة الجمعة.
err_saturday,يرجى تقديم ساعة السبت.
err_sunday,يرجى تقديم ساعة الأحد.
invalid_monday,يوم الاثنين المقارب غير صالح.
invalid_tuesday,الثلاثاء المقبل ساعة غير صالحة.
invalid_wednesday,الأربعاء المقبل ساعة غير صالحة.
invalid_thursday,الخميس المقبل ساعة غير صالحة.
invalid_friday,يوم الجمعة المقرب غير صالح.
invalid_saturday,السبت المقارب ساعة غير صالحة.
invalid_sunday,يوم الأحد المقارب غير صالح.
cannot_order_food,أنت بعيد عن المحل.
shop_schedule_label,جدول متجر
is_refundable_label,غير قابلة للاسترداد على؟ (إذا كان النظام يمكن استرداد المستخدم في حالة المعاملة هذه).
cannot_refund_stage,لا يمكن استرداد الطلب في حالة المعاملة هذه.
cannot_refund_payment,لا يمكن استرداد طريقة الدفع هذه.
order_refund_subject,تم رد طلبك.
already_refunded,طلب طلبك بالفعل.
refunded_orders_search,أوامر رد
stripe_refund_failed,فشل استرداد الشريط.
order_refund_info,يتم استرداد الطلب مع المعلومات التالية.
refunded_amount,المبلغ المسترد
refund_orders_module,أوامر رد
paypal_refund_failed,فشل استرداد paypal.
paypal_client_id_label,معرف عميل PayPal
paypal_secret_key_label,مفتاح باي بال السري
transaction_refresh_section,صفحة المعاملة وتكوين تحديث الصوت NOTI
transaction_page_time_label,صفحة المعاملة وقت منعش السيارات
transaction_sound_time_label,المعاملة نوت يبدو أن وقت منعش الصوت
buyer_name,اسم المشتري
payment_method,طريقة الدفع او السداد
payment_status,حالة السداد
already_rating_deliboy,لقد صنفت بالفعل هذا الصبي التسليم.
overall_rating,تقييم عام
deliboy_rating_log_module,تسليم فتى تقييم سجلات
deliboy_list_label,جميع الأولاد التسليم
not_final_stage,لا يمكنك تقييم الآن لأن طلبك لم يصل إلى المرحلة النهائية حتى الآن.
not_yet_assigned_deliboy,الولادة الولادة لم يتم تعيين fot order حتى الآن.
deli_boy_not_existed,فتى التسليم لم يكن موجودا في النظام.
deli_boy_banned,تم حظر صبي التسليم من قبل المشرف.
rating_by_how_many_people,تصنيف عن طريق عدد الناس
review_label,إعادة النظر
joined_date,تاريخ الانضمام
delete_trans_label,حذف المعاملة؟
trans_yes_all_message,هل من المؤكد أن تحذف هذه المعاملة؟
success_trans_delete,تم حذف المعاملة بنجاح
minimum_order_cannot_zero,الحد الأدنى لترتيب الطعام لا يمكن أن يكون صفر.
maximum_order_cannot_zero,الحد الأقصى لترتيب الطعام لا يمكن أن يكون صفر.
err_user_email_blank,يرجى تقديم بريد إلكتروني للمستخدم.
best_choice,أفضل خيار
best_choice_add,أضف أفضل الاختيار
best_choice_name,اسم خيارك الأفضل
success_best_choice_delete,تم حذف الخيار الأفضل بنجاح.
success_best_choice_edit,تم تحديث أفضل خيار بنجاح.
success_best_choice_add,تمت إضافة أفضل خيار بنجاح.
delete_best_choice_label,حذف أفضل الخيار؟
best_choice_delete_confirm_message,هل تريد بالتأكيد حذف هذا الخيار الأفضل؟
err_best_choice_name,يرجى تقديم اسم خيارك الأفضل
err_best_choice_len,يجب أن يكون طول اسم المجموعة أكبر من 4
err_best_choice_exist,هذا الاسم الخيار الأفضل موجود بالفعل.
best_choice_photo,أفضل خيار الصورة
price_cannot_zero,السعر لا يمكن أن يكون صفر.
err_price_blank,يرجى تقديم السعر
err_coupon_code_blank,يرجى تقديم رمز القسيمة
err_coupon_code_len,يجب أن يكون طول كود القسيمة أكبر من 4
err_coupon_amount_blank,يرجى تقديم كمية القسيمة
err_coupon_amount_len,يجب أن يكون طول مبلغ القسيمة أكبر من 2
coupon_amount_cannot_zero,كمية الكوبون لا يمكن أن يكون صفر
err_shp_price_blank,يرجى تقديم منطقة الشحن السعر
dis_cannot_zero,خصم في المئة لا يمكن أن يكون صفر
err_price,يرجى تقديم سعر مخصص
cus_price_cannot_zero,سعر مخصص لا يمكن أن يكون صفر
err_curr_sym,يرجى تقديم رمز العملة
err_curr_short,يرجى تقديم نموذج العملات
delete_branch_label,حذف مطعم فرع؟
branch_delete_confirm_message,هل من المؤكد أنك تحذف فرع المطعم هذا؟
success_sys_user_delete,تم حذف مستخدم النظام بنجاح
best_choice_info,أفضل المعلومات الخيار
noti_sent_fail,أرسلت noti فشل
select_csv_file,حدد ملف CSV.
pls_upload_csv,يرجى تقديم ملف CSV
err_icon_missing,لم يتم تحميل أي ملف
csv_upload_instruction_1,يرجى اتباع تلك الخطوات في أدناه: <br> 1. تحميل الصور لتحميل مجلد يدويا عبر FTP. <br> 2. ثم تحضير مثل تنسيق CSV. عينة هنا:
csv_file_sample_link,"<a href=""https://bit.ly/3G4MvHj"" target=""_blank"">https://bit.ly/3G4MvHj</a> "
csv_upload_instruction_2,<br> 3. يمكنك استخدام ورقة Google لإنشاء وتصدير كفاصل فاصلة.
flutter_wave_label,[الخيار 7]: الدفع مع موجة رفرفة
flutter_wave_publishable_key,رفرفة موجة المفتاح العام
flutter_wave_encryption_key,مفتاح تشفير الموجة الموجة
flutter_wave_enable_label,تم تمكين دفع موجة رفرفة؟
search_keyword_section,البحث عن طريق تكوين الكلمات الرئيسية
search_in_shop,البحث في متجر
search_in_category,البحث في الفئة
search_in_product,البحث في المنتج
search_in_shop_limit,البحث في حد المحل
search_in_category_limit,البحث في فئة الحد
search_in_product_limit,البحث في حد المنتج
success_user_sch_delete,تم حذف جدول المستخدم بنجاح.
err_delete_sch_detail,هناك خطأ عند حذف تفاصيل جدول المستخدم.
err_delete_sch,هناك خطأ عند حذف جدول المستخدم.
schedule_orders_module,الجدول الزمني أوامر
search_in_subcategory,البحث في الفئة الفرعية
search_in_subcategory_limit,البحث في حد الفئة الفرعية
checkout_with_whatsapp,الخروج مع whatsapp.
checkout_with_email,الخروج مع تدفق المعاملات الطبيعية
one_page_checkout,صفحة واحدة الخروج
multi_page_checkout,تسجيل صفحة متعددة
err_choice_one,"يرجى اختيار واحد ""صفحة واحدة الخروج"" أو ""تسجيل صفحة متعددة"""
checkout_with_whatsapp_des,سيقوم المستخدم بإجراء تطبيق Checkout WhatsApp. لن تكون بيانات المعاملات تخزينها في الخلفية.
checkout_with_email_des,تدفق المعاملات الافتراضية.
one_page_checkout_des,سوف تظهر شاشة بسيطة شاشة واحدة. إنه لسهولة الخروج.
multi_page_checkout_des,سوف تظهر الخروج خطوة الخروج. لذلك، سوف يرى المستخدم شاشة متعددة عند الخروج.
deliboy_cost_setting,إعداد تكلفة التسليم
deliboy_ass_setting,إعداد مهمة التسليم
deli_auto_assign,التلقائي تعيين لتقديم الولادة
deli_manual_assign,دليل التعيين لتسليم الصبي
how_many_deli_to_broadcast,كم من الأولاد التسليم للبث
mobile_setting_module,إعداد المحمول
price_format,تنسيق السعر
price_format_desc,"تحتاج إلى التغيير وفقًا للتنسيق الذي تريده (على سبيل المثال ""، ## 0.00"" => 2،555.00، ""## 0.00"" => 2555.00، "". 00"" => 2555.00، ""، ## 0"" => 2،555، ""، ## 0.0"" => 2،555.0)"
date_format,صيغة التاريخ
google_playstore_url,عنوان URL لمتجر Google Play
apple_appstore_url,عنوان URL لمتجر تطبيقات Apple
ios_appstore_id,معرف متجر تطبيقات IOS
date_order_time,وقت الطلب الافتراضي (بالدقائق)
fb_key,مفتاح الفيسبوك
is_show_token_id,"معرف الرمز قيد التشغيل؟ (إذا كان هذا الإعداد ""تشغيل"" ، يمكن للمستخدم عرض معرف الرمز المميز في إعداد الإشعارات.)"
is_show_subcategory,"هل تم تشغيل الفئة الفرعية؟ (إذا كان هذا الإعداد ""تشغيل"" ، يمكن استخدام الفئة الفرعية في التطبيق.)"
is_use_thumbnail_as_placeholder,"استخدام الصورة المصغرة كإعداد عنصر نائب قيد التشغيل؟ (إذا كان هذا الإعداد ""تشغيل"" ، فسيتم تحميل الصورة المصغرة أولاً ، وبعد ذلك سيتم تحميل الصورة الكاملة. أو إذا كان هذا الإعداد ""إيقاف التشغيل"" ، فسيتم تحميل الصورة الكاملة مباشرةً وبالنسبة لصورة العنصر النائب الذي سيستخدمه صورة العنصر النائب الافتراضية.)"
admob_section,تهيئة AdMob
is_show_admob,"إعداد AdMob قيد التشغيل؟ (إذا كان هذا الإعداد ""تشغيل"" ، فسيعرض التطبيق الإعلانات.)"
lang_section,تكوين اللغة
default_language,اللغة الافتراضية
exclude_language,اللغات المتوفرة
exclude_lang_desc,"(إذا كانت اللغة ""تشغيل"" ، يمكن للمستخدم استخدام هذه اللغة في التطبيق.)"
default_currency_section,تكوين العملة الافتراضي
default_razor_currency,عملة الحلاقة الافتراضية
is_razor_support_multi_currency,"دعم الحلاقة متعدد العملات على؟ (إذا كان هذا الإعداد ""تشغيل"" ، فيمكنك قبول الدفع باستخدام ماكينات الحلاقة بعملات متعددة في التطبيق.)"
default_flutter_wave_currency,عملة Flutterwave الافتراضية
login_section,تكوين تسجيل الدخول
show_facebook_login,"الفيسبوك تسجيل الدخول على؟ (إذا كان هذا الإعداد ""تشغيل"" ، فيمكن للمستخدمين تسجيل الدخول باستخدام Facebook.)"
show_google_login,"جوجل تسجيل الدخول على؟ (إذا كان هذا الإعداد ""تشغيل"" ، فيمكن للمستخدمين تسجيل الدخول باستخدام Google.)"
show_phone_login,"الهاتف تسجيل الدخول على؟ (إذا كان هذا الإعداد ""تشغيل"" ، فيمكن للمستخدمين تسجيل الدخول باستخدام رقم هاتف.)"
show_main_menu,"تشغيل القائمة الرئيسية؟ (إذا كان هذا الإعداد ""تشغيل"" ، يمكن للمستخدم عرض علامة التبويب ""القائمة الرئيسية"" في كل متجر.)"
show_special_collections,"المجموعات الخاصة على؟ (إذا كان هذا الإعداد ""تشغيل"" ، يمكن للمستخدم عرض علامة التبويب ""عروض خاصة"" في كل متجر.)"
show_featured_items,"العناصر المميزة على؟ (إذا كان هذا الإعداد ""تشغيل"" ، يمكن للمستخدم عرض ""العناصر المميزة"" في كل متجر.)"
show_best_choice_slider,"الخيار الأفضل المتزلج على؟ (إذا كان هذا الإعداد ""تشغيل"" عندما يفتح المستخدم التطبيق ، يمكن للمستخدم عرض أفضل مجموعات الاختيار مع عرض شريط التمرير.)"
default_loading_limit,حد التحميل الافتراضي
category_loading_limit,حد تحميل الفئة
collection_product_loading_limit,حد تحميل منتج المجموعة
discount_product_loading_limit,حد تحميل منتج الخصم
feature_product_loading_limie,حد تحميل المنتج المميز
latest_product_loading_limit,حد تحميل أحدث منتج
shop_loading_limit,حد تحميل المتجر
trending_product_loading_limit,حد تحميل المنتج الرائج
default_limit_section,تكوين الحد الافتراضي
dasboard_section,تكوين لوحة القيادة
date_format_desc,dd لليوم ، MM للشهر ، yyyy للسنة ، hh للساعة ، mm للدقيقة ، ss للثاني (على سبيل المثال dd-MM-yyyy hh: mm: ss)
app_config_info_lable,معلومات إعداد الهاتف المحمول
loc_section,تكوين الموقع
success_mobile_edit,تم تحديث إعدادات الهاتف المحمول بنجاح.
success_mobile_add,تمت إضافة إعداد المحمول بنجاح.
err_default_lang,يرجى تقديم اللغة الافتراضية.
err_default_loading_limit_zero,لا يمكن أن يكون حد التحميل الافتراضي صفرًا.
err_default_loading_limit,يرجى تقديم حد التحميل الافتراضي.
err_category_loading_limit,يرجى تقديم حد تحميل الفئة
err_category_loading_limit_zero,لا يمكن أن يكون حد تحميل الفئة صفرًا.
err_collection_product_loading_limit,يرجى تقديم حد تحميل منتجات المجموعة.
err_collection_product_loading_limit_zero,لا يمكن أن يكون حد تحميل منتجات المجموعة صفرًا.
err_discount_product_loading_limit,يرجى تقديم حد تحميل منتج الخصم.
err_discount_product_loading_limit_zero,لا يمكن أن يكون حد تحميل منتج الخصم صفراً.
err_feature_product_loading_limit,يرجى تقديم حد تحميل المنتج المميز.
err_feature_product_loading_limit_zero,لا يمكن أن يكون حد تحميل المنتج المميز صفراً.
err_latest_product_loading_limit,يرجى تقديم أحدث حد لتحميل المنتج.
err_latest_product_loading_limit_zero,لا يمكن أن يكون حد تحميل المنتج الأخير صفرًا.
err_shop_loading_limit,يرجى تقديم حد تحميل المتجر.
err_shop_loading_limit_zero,لا يمكن أن يكون حد تحميل المتجر صفراً.
err_trending_product_loading_limit,يرجى تقديم حد تحميل المنتج الرائج.
err_trending_product_loading_limit_zero,لا يمكن أن يكون حد تحميل المنتج الرائج صفراً.
err_default_order_time,يرجى تقديم وقت الطلب الافتراضي.
err_default_order_time_zero,لا يمكن أن يكون وقت الطلب الافتراضي (بالدقائق) صفرًا.
err_google_playstore_url,يرجى تقديم عنوان URL لمتجر google play.
err_apple_appstore_url,يرجى تقديم عنوان URL لمتجر تطبيقات Apple.
err_ios_appstore_id,يرجى تقديم معرف متجر تطبيقات iOS.
err_price_format,يرجى تقديم تنسيق السعر.
err_date_format,يرجى تقديم تنسيق التاريخ.
err_fb_key,يرجى تقديم مفتاح الفيسبوك.
default_lang_select,حدد اللغة الافتراضية
route_name_label,اسم الطريق
deliboy_label,فتى التوصيل
total_amount_label,المبلغ الإجمالي
added_date_label,تاريخ الإضافة
send_with_this_route,أرسل مع هذا الطريق
add_route_label,أضف مسار الطلب
btn_send,إرسال
note_label,ملحوظة
order_route_info_label,طلب معلومات المسار
order_route_add,أضف مسار الطلب
btn_proceed,تقدم
btn_paused,متوقف مؤقتًا
sch_detail,جدولة تفاصيل الطلبات
go_route_to_deliver_order_label,الذهاب إلى طرق التسليم
btn_deliver,ايصال
schedule_payment_method,طريقة الدفع او السداد
schedule_memo,مذكرة
schedule_delivery_pickup_date,تاريخ الاستلام
schedule_delivery_pickup_time,وقت الاستلام التسليم
schedule_day,جدولة اليوم
schedule_time,جدولة الوقت
shcedule_detail,تفاصيل ترتيب الجدول
schedule_orders_search,جدولة أوامر البحث
about_location_section,حول قسم الموقع
success_route_edit,تم تحديث ترتيب المسار بنجاح.
success_route_add,تم إنشاء أمر المسار بنجاح.
please_select_order,فضلا اختر طلب
proceed_label,تقدم
paused_label,متوقف مؤقتًا
route_order_search,طلب بحث الطرق
order_route_add,أضف مسار الطلب
route_edit,تحرير مسار الطلب
success_qty_edit,تم تحديث الكمية بنجاح.
err_qty_edit,تحديث الكمية به بعض الأخطاء.
order_route_sch_detail,ترتيب تفاصيل المسارات
success_route_delete,تم حذف أمر المسار بنجاح.
success_route_order_send,تم إرسال طلب المسار بنجاح مع هذا المسار.
paused_all_route,جميع أوامر الجدولة متوقفة مؤقتًا أو لا توجد أوامر في هذا المسار.
delete_order_route_label,هل تريد حذف أمر المسار؟
order_route_yes_all_message,عند حذف هذا المسار ، سيتم حذف جميع البيانات ذات الصلة أيضًا. لذا ، هل ما زلت تريد حذفه؟
send_order_route_label,إرسال أمر المسار؟
send_order_route_message,عند إرسال هذا المسار ، سيتم حفظ جميع الطلبات المجدولة في هذا المسار كمعاملات مع الاستلام لحالة التسليم.
delete_schedule_order_label,هل تريد حذف ترتيب الجدول؟
schedule_order_yes_all_message,عند حذف طلب الجدولة هذا ، فإنه سيحذف تفاصيل الطلب ذات الصلة أيضًا. لذا ، هل تريد حذفه؟
delivery_boy_label,فتى التوصيل
schedule_status_label,حالة
deliver_to_user,تسليم إلى المستخدم
btn_delivered,تم التوصيل
delivered_to_user,تم التوصيل
go_back_sch_order,ارجع إلى جدول الطلبات
prd_not_available,المنتج غير متوفر.
success_location_update,تم تحديث الموقع بنجاح.
not_deliboy,أنت لست فتى توصيل.
success_accept_order,تم قبول هذا الطلب.
already_deliboy_assigned,تم قبول هذا الطلب بالفعل من قبل فتيان التوصيل الآخرين.
btn_accept,قبول
btn_reject,يرفض
btn_detail,التفاصيل
accept_order_label,قبول الطلب
reject_order_label,رفض الطلب
order_detail_label,تفاصيل الطلب
delivery_boy_name_label,اسم التسليم
delivery_phone_label,هاتف التوصيل
new_orders,طلبات جديدة
ongoing_orders,الطلبات الجارية
order_status_label,حالة الطلب
btn_retrigger,Retrigger
retrigger_label,Retrigger
assign_to_delivery_boy_label,التعيين إلى Delivery Boy
btn_assign_to_deliboy,التعيين إلى Delivery Boy
new_order_detail,تفاصيل الطلب الجديد
ongoing_order_detail,تفاصيل الطلب الجاري
assign_deliboy,تعيين صبي التسليم
new_order_to_detail,طلب جديد للتسليم
record_not_pagination,آسف ، لا مزيد من التسجيل في النظام.
err_title,الرجاء ملء العنوان.
err_len_title,يجب أن يكون طول العنوان أكبر من 4.
enter_shop_name,أدخل اسم المحل
pls_prd_desc,يرجى وصف المنتج
from,من
to,ل
about_app,حول التطبيق
api_setting,إعداد API
push_noti,دفع الإخطار
have_order_deliver,لديك أمر التسليم.
reservation_status_change,تم تغيير حالة الحجز إلى
payment_cur_status,حالة دفع طلبك هي
order_status_changed_to,تم تغيير حالة الطلب إلى
delivery_cur_status,حالة تسليم طلبك هي
fail_push_noti,فشل في دفع الإخطار.
fail_push_all_android,فشل في دفع جميع أجهزة Android.
because_db_err,بسبب خطأ في قاعدة البيانات.
because_miss_cat,بسبب فئة مفقودة.
because_miss_cat_thumb_upload,"بسبب عدم وجود صورة الفئة في مجلد ""التحميلات / المصغرات""."
because_miss_cat_upload,"بسبب عدم وجود صورة الفئة في مجلد ""التحميلات""."
because_miss_cat_name,بسبب اسم الفئة مفقود.
total_cat,الفئة الإجمالية:
success_cat,فئة النجاح:
fail_cat,الفئة الفاشلة:
required_platform,المنصة المطلوبة
required_user_id,معرف المستخدم المطلوب
res_send_email_to_user_shop,تم تقديم الحجز بنجاح. تم إرسال البريد الإلكتروني بنجاح إلى المستخدم والمتجر.
res_not_send_email_to_shop,تم تقديم الحجز بنجاح. لا يمكن إرسال البريد الإلكتروني إلى المتجر.
res_not_send_email_to_user,تم تقديم الحجز بنجاح. لا يمكن إرسال البريد الإلكتروني للمستخدم.
res_not_send_email_to_user_shop,تم تقديم الحجز بنجاح. لا يمكن إرسال البريد الإلكتروني إلى كل من المستخدم والمتجر
reservation_submit_error,تقديم الحجز به أخطاء.
cust_info,معلومات العميل
cust_loc,موقع العميل
invoice_label,فاتورة
account_label,حساب
id_label,هوية شخصية
color_label,اللون
err_key,الرجاء تعبئة المفتاح.
err_len_key,يجب أن يكون طول المفتاح أكبر من 4.
remove_label,إزالة
org_img_size,حجم الصورة الأصلي
thumb_img_size,حجم الصورة المصغرة
demo_dummy_refresh_hour,يرجى العلم أن الخلفية هي وضع تجريبي ، لذا سيتم تحديث كل هذه البيانات الوهمية كل ساعة.
sys_err_occur_admin,حدث خطأ في النظام. من فضلك تواصل مع مسؤول نظامك.
form_data_submit_server,يتم تقديم بيانات النموذج إلى الخادم
selected_row_data,بيانات الصفوف المختارة
err_push_msg,يرجى ملء رسالة الدفع.
err_len_push_msg,يجب أن يكون طول الرسالة أكبر من 1.
start_upload,ابدأ التحميل
cancel_upload,إلغاء الرفع
add_files,إضافة ملفات
btn_start,يبدأ
processing_label,معالجة
btn_default,تقصير
approved_label,وافق
rejected_label,مرفوض
select_label,يختار
reject_label,يرفض
pending_label,قيد الانتظار
all_label,الجميع
err_image,يرجى ملء تحميل الصورة.
f_err_paypal_trans,فشل معاملة Paypal.
active_orders_label,أوامر نشطة
back_to_shop_list,العودة إلى قائمة المتاجر
err_reservation_date,يرجى ملء تاريخ الحجز.
payment_setting,إعداد الدفع
order_setting,إعداد الطلب
delivery_setting,إعداد التسليم
checkout_setting,إعداد الخروج
policy_and_terms,السياسة والشروط
sending_email_setting,إعداد إرسال البريد الإلكتروني (لـ SMTP)
tax_label,ضريبة
currency_setting,تحديد العملة
low_label,قليل
medium_label,متوسط
high_label,متوسط
coupon_module,قسيمة
usr_shop_module,متجر المستخدم
news_feed_module,موجز الأخبار
prd_dis_module,المنتجات والخصومات
prd_collect_module,المنتجات والمجموعات
shipping_method_module,طرق الشحن
watch_list,قائمة المشاهدة
go_to_dashboard,الذهاب إلى لوحة القيادة
frontend_config_label,معلومات التكوين الأمامي
map_key,مفتاح الخريطة
enable_notification,هو تمكين الإخطار؟
fcm_server_key,مفتاح خادم FCM.
firebase_web_push_key_pair,Firebase ويب دفع زوج مفتاح
ad_client,عميل الإعلان
ad_slot,فتحة الإعلان
copy_right,حقوق النشر
google_play_url,Google Play URL.
app_store_url,متجر URL
google_setting,إعداد جوجل
app_store_setting,إعداد متجر التطبيقات
banner_src,راية SRC.
google_map,خرائط جوجل
open_street_map,افتح خريطة الشارع
image_limit,حد الصورة
success_frontend_edit,تم تحديث التكوين الأمامي بنجاح.
success_frontend_add,تمت إضافة التكوين الأمامي بنجاح.
show_user_profile,إظهار ملف تعريف المستخدم؟
is_enable_video_setting,تمكين إعداد الفيديو؟
err_map,يرجى تقديم مفتاح الخريطة
err_price_format,يرجى تقديم تنسيق الأسعار
err_fcm_server_key,يرجى تقديم مفتاح خادم FCM
err_firebase_web_push_key_pair,يرجى تقديم Firebase Web Push Pair
err_ad_client,يرجى تقديم عميل الإعلان
err_copy_right,يرجى تقديم نسخة واحدة
err_google_play_url,يرجى تقديم عنوان URL Google Play
err_ad_slot,يرجى تقديم فتحة الإعلان
err_app_store_url,يرجى تقديم عنوان URL متجر التطبيقات
err_banner_src,يرجى تقديم راية SRC
frontend_setting_module,إعداد الواجهة
gps_enable,هل تمكين GPS؟
noti_sent_success,تم إرسال Noti بنجاح إلى
btn_create_thumbnail,مولد الصورة المصغرة (1 × 2 × 3 ×)
generate_thumbnail_label,سيولد الصور المصغرة لكل عنصر. يرجى ملاحظة أن هذه العملية ستستغرق بعض الوقت بناءً على بياناتك.
thumbnail_generators_lng,مولد الصورة المصغرة
thumbnail_generators_module,مولدات الصور المصغرة
success_img_create,تم إنشاء الصورة المصغرة بنجاح.
create_thumb3x_folder,"يرجى إنشاء مجلد ""thumbnail3x"" ضمن مجلد التحميل."
create_thumb2x_folder,"يرجى إنشاء مجلد ""thumbnail2x"" ضمن مجلد التحميل."
thumb_2x_label,حجم الصورة المصغرة 2x
thumb_3x_label,حجم الصورة المصغرة 3x
success_deliboy_delete,تم حذف فتى التوصيل بنجاح.
not_deli_boy,إنه ليس حساب توصيل صبي.
invalid_user_id,مستخدم غير صالح.
success_user_delete,تم حذف المستخدم بنجاح.
not_user,هذا المستخدم ليس مستخدم مسجل.
deleted_user,(تم حذف هذا المستخدم.)
deleted_deliboy,(تم حذف فتى التوصيل هذا).
deliboy_trans_deleted,(تم حذف عامل التوصيل لهذه الصفقة).
shop_deliver_around,هذا المتجر يسلم حوله
of_label,من